Transaction_ID,Customer_ID,Customer_Name,Product_Category,Product_Name,Unit_Price,Quantity,Total_Amount,Payment_Method,City,Transaction_Date,loaded_at
12474,CUST-7199,Thomas Martin,Electronics,Laptop,337.01,9.0,3033.09,Debit Card,Chicago,2024-05-23,2026-02-11 11:45:39
5863,CUST-9860,Susan Hernandez,Sports,Dumbbells,17.39,5.0,86.95,Cash,San Diego,2024-10-23,2026-02-11 11:45:39
12935,CUST-6005,Barbara Jackson,Beauty,Mascara,661.37,5.0,3306.85,Debit Card,New York,2023-06-04,2026-02-11 11:45:39
4971,CUST-9617,Elizabeth Taylor,Clothing,T-Shirt,480.35,1.0,480.35,Debit Card,San Jose,2023-05-10,2026-02-11 11:45:39
10861,CUST-9886,Richard Williams,Electronics,Headphones,950.04,9.0,8550.36,PayPal,Phoenix,2023-01-01,2026-02-11 11:45:39
8257,CUST-6209,Susan Jackson,Clothing,Dress,259.3,4.0,1037.2,Cash,Phoenix,2024-04-25,2026-02-11 11:45:39
14481,CUST-9127,Michael Hernandez,Beauty,Lipstick,89.71,6.0,538.26,Debit Card,San Antonio,2023-06-23,2026-02-11 11:45:39
3724,CUST-2176,Robert Rodriguez,Beauty,Perfume,494.47,5.0,2472.3500000000004,Unknown,Houston,2024-04-30,2026-02-11 11:45:39
14905,CUST-8123,Sarah Smith,Beauty,Perfume,718.33,5.0,3591.65,Cash,San Antonio,2024-12-27,2026-02-11 11:45:39
12183,CUST-1212,William Wilson,Sports,Dumbbells,554.49,1.0,554.49,Cash,San Jose,2023-02-01,2026-02-11 11:45:39
3477,CUST-6744,Charles Moore,Sports,Tennis Racket,961.31,1.0,961.31,PayPal,Phoenix,2023-02-11,2026-02-11 11:45:39
2398,CUST-7775,Robert Lopez,Beauty,Perfume,35.19,3.0,105.57,PayPal,Phoenix,2023-05-04,2026-02-11 11:45:39
9577,CUST-9609,Jennifer Taylor,Sports,Football,720.76,5.0,3603.8,PayPal,San Antonio,2024-07-02,2026-02-11 11:45:39
1003,CUST-5005,Susan Martin,Beauty,Shampoo,874.22,1.0,874.22,Debit Card,San Jose,2023-11-12,2026-02-11 11:45:39
4313,CUST-3288,Mary Jones,Home,Lamp,133.1,8.0,1064.8,Cash,Philadelphia,2023-03-21,2026-02-11 11:45:39
322,CUST-1984,Barbara Davis,Clothing,Jacket,717.45,7.0,5022.150000000001,PayPal,Los Angeles,2024-11-22,2026-02-11 11:45:39
11466,CUST-6510,Joseph Gonzalez,Home,Chair,494.47,4.0,1977.88,Debit Card,Los Angeles,2024-02-27,2026-02-11 11:45:39
4548,CUST-7535,James Gonzalez,Clothing,Dress,494.47,3.0,1483.41,Debit Card,Dallas,2024-05-24,2026-02-11 11:45:39
5438,CUST-2570,David Davis,Clothing,Jeans,696.82,8.0,5574.56,PayPal,Phoenix,2024-06-15,2026-02-11 11:45:39
3336,CUST-5960,Karen Smith,Beauty,Mascara,752.48,4.0,3009.92,PayPal,Chicago,2024-09-25,2026-02-11 11:45:39
4478,CUST-9044,Jessica Rodriguez,Electronics,Smartphone,364.23,6.0,2185.38,PayPal,San Diego,2024-12-07,2026-02-11 11:45:39
11705,CUST-5613,Sarah Williams,Electronics,Laptop,156.9,9.0,1412.1000000000001,Credit Card,Chicago,2023-12-13,2026-02-11 11:45:39
5970,CUST-4406,John Moore,Sports,Football,827.28,9.0,7445.5199999999995,Debit Card,New York,2023-01-23,2026-02-11 11:45:39
3297,CUST-4022,Joseph Martin,Sports,Football,651.83,4.0,2607.32,Credit Card,Dallas,2024-02-02,2026-02-11 11:45:39
7552,CUST-8186,Thomas Jackson,Clothing,Jacket,414.84,5.0,2074.2,PayPal,Houston,2023-04-09,2026-02-11 11:45:39
7131,CUST-3463,Joseph Brown,Electronics,Tablet,289.84,1.0,289.84,PayPal,Philadelphia,2024-09-07,2026-02-11 11:45:39
14888,CUST-7140,Jennifer Moore,Home,Sofa,84.59,2.0,169.18,Credit Card,Houston,2024-06-12,2026-02-11 11:45:39
543,CUST-9530,Jennifer Williams,Home,Chair,236.36,2.0,472.72,Cash,San Antonio,2024-12-11,2026-02-11 11:45:39
58,CUST-5501,Mary Brown,Electronics,Smartphone,204.02,3.0,612.0600000000001,Credit Card,San Antonio,2024-04-05,2026-02-11 11:45:39
4357,CUST-1486,Barbara Anderson,Clothing,T-Shirt,228.28,1.0,228.28,Credit Card,San Diego,2023-11-06,2026-02-11 11:45:39
5495,CUST-4154,Jessica Lopez,Beauty,Shampoo,479.69,4.0,1918.76,Credit Card,Chicago,2023-10-09,2026-02-11 11:45:39
8094,CUST-6178,Linda Davis,Home,Rug,976.32,1.0,976.32,PayPal,San Jose,2024-08-25,2026-02-11 11:45:39
8378,CUST-8538,Jessica Hernandez,Home,Table,234.57,9.0,2111.13,PayPal,Chicago,2024-03-07,2026-02-11 11:45:39
10125,CUST-6780,Barbara Rodriguez,Electronics,Laptop,82.24,1.0,82.24,Cash,Phoenix,2023-02-10,2026-02-11 11:45:39
7829,CUST-9122,John Smith,Home,Sofa,565.09,1.0,565.09,PayPal,Los Angeles,2023-12-16,2026-02-11 11:45:39
11815,CUST-4294,Barbara Brown,Home,Product Unknown,248.13,9.0,2233.17,Cash,Phoenix,2024-12-30,2026-02-11 11:45:39
14914,CUST-3137,Charles Lopez,Electronics,Headphones,608.95,9.0,5480.55,Cash,San Jose,2023-07-27,2026-02-11 11:45:39
2210,CUST-5205,Mary Jackson,Sports,Bike,911.66,2.0,1823.32,PayPal,Chicago,2023-10-13,2026-02-11 11:45:39
13641,CUST-8614,Barbara Martin,Home,Rug,517.61,1.0,517.61,Debit Card,Phoenix,2023-07-11,2026-02-11 11:45:39
7799,CUST-2046,Thomas Miller,Home,Sofa,241.24,7.0,1688.68,Credit Card,Phoenix,2023-03-19,2026-02-11 11:45:39
7078,CUST-8189,Jennifer Jackson,Electronics,Smartphone,494.47,3.0,1483.41,Cash,San Antonio,2024-05-01,2026-02-11 11:45:39
3293,CUST-7262,James Jones,Beauty,Shampoo,395.51,5.0,1977.55,PayPal,San Diego,2024-08-03,2026-02-11 11:45:39
5950,CUST-9070,Barbara Wilson,Clothing,Sneakers,827.19,2.0,1654.38,PayPal,San Antonio,2024-07-04,2026-02-11 11:45:39
12260,CUST-3907,Thomas Jones,Beauty,Perfume,825.22,1.0,825.22,Debit Card,San Diego,2023-06-10,2026-02-11 11:45:39
287,CUST-8415,Linda Gonzalez,Sports,Bike,470.94,9.0,4238.46,Debit Card,Houston,2024-09-17,2026-02-11 11:45:39
7498,CUST-8651,Barbara Lopez,Sports,Product Unknown,851.81,2.0,1703.62,Credit Card,Los Angeles,2023-03-13,2026-02-11 11:45:39
9034,CUST-7715,James Wilson,Home,Lamp,834.94,7.0,5844.58,PayPal,San Antonio,2024-04-26,2026-02-11 11:45:39
6520,CUST-4611,Elizabeth Thomas,Home,Sofa,164.14,7.0,1148.98,Credit Card,Los Angeles,2024-06-15,2026-02-11 11:45:39
12497,CUST-2702,Jennifer Garcia,Clothing,Sneakers,659.04,9.0,5931.36,Unknown,Philadelphia,2023-04-23,2026-02-11 11:45:39
12834,CUST-9238,James Johnson,Home,Lamp,423.35,2.0,846.7,Debit Card,Phoenix,2023-04-27,2026-02-11 11:45:39
4553,CUST-3402,Linda Miller,Sports,Yoga Mat,162.25,7.0,1135.75,Cash,Philadelphia,2023-12-17,2026-02-11 11:45:39
2943,CUST-3928,James Gonzalez,Beauty,Lipstick,494.47,1.0,494.47,Cash,San Antonio,2023-03-01,2026-02-11 11:45:39
10770,CUST-2020,Linda Anderson,Clothing,T-Shirt,601.38,5.0,3006.9,PayPal,New York,2023-08-29,2026-02-11 11:45:39
3338,CUST-3544,John Jones,Clothing,Sneakers,761.13,3.0,2283.39,PayPal,San Diego,2024-08-23,2026-02-11 11:45:39
2184,CUST-8909,Sarah Moore,Beauty,Shampoo,310.91,2.0,621.82,Debit Card,Phoenix,2024-09-01,2026-02-11 11:45:39
6319,CUST-3009,Charles Jackson,Beauty,Mascara,651.24,6.0,3907.44,PayPal,San Diego,2023-06-23,2026-02-11 11:45:39
13153,CUST-6666,John Jackson,Clothing,Jeans,11.85,1.0,11.85,Cash,San Jose,2024-05-28,2026-02-11 11:45:39
2897,CUST-5072,Joseph Martin,Electronics,Smartphone,543.7,6.0,3262.2000000000003,Cash,Phoenix,2023-07-05,2026-02-11 11:45:39
9251,CUST-2860,Elizabeth Martin,Beauty,Mascara,51.91,1.0,51.91,PayPal,San Diego,2023-07-10,2026-02-11 11:45:39
535,CUST-2871,Elizabeth Smith,Beauty,Lipstick,771.3,4.0,3085.2,Credit Card,San Diego,2024-01-14,2026-02-11 11:45:39
7689,CUST-7091,Patricia Anderson,Beauty,Mascara,313.18,5.0,1565.9,Debit Card,Houston,2023-01-29,2026-02-11 11:45:39
14509,CUST-7047,William Brown,Sports,Bike,933.13,8.0,7465.04,Credit Card,Chicago,2024-01-06,2026-02-11 11:45:39
2195,CUST-4342,Robert Gonzalez,Electronics,Laptop,514.33,7.0,3600.3100000000004,Cash,San Jose,2024-06-22,2026-02-11 11:45:39
10996,CUST-6970,Barbara Moore,Electronics,Smartphone,365.85,3.0,1097.5500000000002,Cash,Dallas,2023-01-27,2026-02-11 11:45:39
8121,CUST-4822,Elizabeth Anderson,Electronics,Product Unknown,297.09,6.0,1782.54,PayPal,Los Angeles,2024-03-14,2026-02-11 11:45:39
1526,CUST-3204,Elizabeth Johnson,Home,Product Unknown,264.21,2.0,528.42,PayPal,Houston,2024-02-20,2026-02-11 11:45:39
