Transaction_ID,Customer_ID,Customer_Name,Product_Category,Product_Name,Unit_Price,Quantity,Total_Amount,Payment_Method,City,Transaction_Date
14891,CUST-5335,Joseph Martinez,Sports,Football,687.59,4.0,2750.36,Cash,San Antonio,2023-05-24
3755,CUST-8576,Charles Lopez,Clothing,Dress,278.92,1.0,278.92,Credit Card,San Diego,2023-01-27
9548,CUST-3973,James Martin,Home,,43.1,4.0,172.4,PayPal,New York,2023-05-31
14300,CUST-6330,Karen Martinez,Beauty,Shampoo,707.79,3.0,2123.37,Credit Card,Dallas,2024-08-12
1392,CUST-1777,David Gonzalez,Sports,Bike,82.76,9.0,744.84,Credit Card,San Diego,2024-10-15
6408,CUST-8719,Joseph Wilson,Clothing,Jacket,,9.0,2892.96,,Dallas,2023-04-23
8671,CUST-3798,Linda Martin,Clothing,T-Shirt,,7.0,,Credit Card,Chicago,2024-10-16
13283,CUST-5382,Linda Johnson,Sports,Football,624.91,7.0,4374.37,Debit Card,San Diego,2024-05-21
12474,CUST-7199,Thomas Martin,Electronics,Laptop,337.01,9.0,3033.09,Debit Card,Chicago,2024-05-23
5863,CUST-9860,Susan Hernandez,Sports,Dumbbells,17.39,5.0,,Cash,San Diego,2024-10-23
12935,CUST-6005,Barbara Jackson,Beauty,Mascara,661.37,5.0,3306.85,Debit Card,New York,2023-06-04
4971,CUST-9617,Elizabeth Taylor,Clothing,T-Shirt,480.35,1.0,480.35,Debit Card,San Jose,2023-05-10
10861,CUST-9886,Richard Williams,Electronics,Headphones,950.04,9.0,8550.36,PayPal,Phoenix,2023-01-01
8257,CUST-6209,Susan Jackson,Clothing,Dress,259.3,4.0,1037.2,Cash,Phoenix,2024-04-25
14481,CUST-9127,Michael Hernandez,Beauty,Lipstick,89.71,6.0,538.26,Debit Card,San Antonio,2023-06-23
3724,CUST-2176,Robert Rodriguez,Beauty,Perfume,,5.0,969.4,,Houston,2024-04-30
14905,CUST-8123,Sarah Smith,Beauty,Perfume,718.33,5.0,3591.65,Cash,San Antonio,2024-12-27
12183,CUST-1212,William Wilson,Sports,Dumbbells,554.49,0.0,3881.4300000000003,Cash,San Jose,2023-02-01
3477,CUST-6744,Charles Moore,Sports,Tennis Racket,961.31,1.0,961.31,PayPal,Phoenix,2023-02-11
2398,CUST-7775,Robert Lopez,Beauty,Perfume,35.19,3.0,105.57,PayPal,Phoenix,2023-05-04
9577,CUST-9609,Jennifer Taylor,Sports,Football,720.76,5.0,3603.8,PayPal,San Antonio,2024-07-02
1003,CUST-5005,Susan Martin,Beauty,Shampoo,874.22,1.0,874.22,Debit Card,San Jose,2023-11-12
4313,CUST-3288,Mary Jones,Home,Lamp,133.1,8.0,1064.8,Cash,Philadelphia,2023-03-21
322,CUST-1984,Barbara Davis,Clothing,Jacket,717.45,7.0,5022.150000000001,PayPal,Los Angeles,2024-11-22
11466,CUST-6510,Joseph Gonzalez,Home,Chair,,4.0,167.2,Debit Card,Los Angeles,2024-02-27
4548,CUST-7535,James Gonzalez,Clothing,Dress,,3.0,1958.67,Debit Card,Dallas,2024-05-24
5438,CUST-2570,David Davis,Clothing,Jeans,696.82,8.0,5574.56,PayPal,Phoenix,2024-06-15
3336,CUST-5960,Karen Smith,Beauty,Mascara,752.48,4.0,3009.92,PayPal,Chicago,2024-09-25
4478,CUST-9044,Jessica Rodriguez,Electronics,Smartphone,364.23,6.0,2185.38,PayPal,San Diego,2024-12-07
11705,CUST-5613,Sarah Williams,Electronics,Laptop,156.9,9.0,1412.1000000000001,Credit Card,Chicago,2023-12-13
5970,CUST-4406,John Moore,Sports,Football,827.28,9.0,7445.5199999999995,Debit Card,New York,2023-01-23
3297,CUST-4022,Joseph Martin,Sports,Football,651.83,4.0,2607.32,Credit Card,Dallas,2024-02-02
7552,CUST-8186,Thomas Jackson,Clothing,Jacket,414.84,5.0,20742.0,PayPal,Houston,2023-04-09
7131,CUST-3463,Joseph Brown,Electronics,Tablet,289.84,,1739.04,PayPal,Philadelphia,2024-09-07
14888,CUST-7140,Jennifer Moore,Home,Sofa,84.59,2.0,169.18,Credit Card,Houston,2024-06-12
543,CUST-9530,Jennifer Williams,Home,Chair,236.36,2.0,472.72,Cash,San Antonio,2024-12-11
58,CUST-5501,Mary Brown,Electronics,Smartphone,204.02,3.0,612.0600000000001,Credit Card,San Antonio,2024-04-05
4357,CUST-1486,Barbara Anderson,Clothing,T-Shirt,228.28,1.0,228.28,Credit Card,San Diego,2023-11-06
5495,CUST-4154,Jessica Lopez,Beauty,Shampoo,479.69,4.0,1918.76,Credit Card,Chicago,2023-10-09
8094,CUST-6178,Linda Davis,Home,Rug,976.32,1.0,976.32,PayPal,San Jose,2024-08-25
8378,CUST-8538,Jessica Hernandez,Home,Table,234.57,9.0,2111.13,PayPal,Chicago,2024-03-07
10125,CUST-6780,Barbara Rodriguez,Electronics,Laptop,82.24,1.0,,Cash,Phoenix,2023-02-10
7829,CUST-9122,John Smith,Home,Sofa,565.09,1.0,565.09,PayPal,Los Angeles,2023-12-16
11815,CUST-4294,Barbara Brown,Home,,248.13,9.0,2233.17,Cash,Phoenix,2024-12-30
14914,CUST-3137,Charles Lopez,Electronics,Headphones,608.95,9.0,,Cash,San Jose,2023-07-27
2210,CUST-5205,Mary Jackson,Sports,Bike,911.66,2.0,1823.32,PayPal,Chicago,2023-10-13
13641,CUST-8614,Barbara Martin,Home,Rug,517.61,1.0,517.61,Debit Card,Phoenix,2023-07-11
7799,CUST-2046,Thomas Miller,Home,Sofa,241.24,7.0,1688.68,Credit Card,Phoenix,2023-03-19
7078,CUST-8189,Jennifer Jackson,Electronics,Smartphone,,3.0,1923.09,Cash,San Antonio,2024-05-01
3293,CUST-7262,James Jones,Beauty,Shampoo,395.51,5.0,1977.55,PayPal,San Diego,2024-08-03
5950,CUST-9070,Barbara Wilson,Clothing,Sneakers,827.19,2.0,1654.38,PayPal,San Antonio,2024-07-04
12260,CUST-3907,Thomas Jones,Beauty,Perfume,825.22,1.0,825.22,Debit Card,San Diego,2023-06-10
287,CUST-8415,Linda Gonzalez,Sports,Bike,470.94,9.0,4238.46,Debit Card,Houston,2024-09-17
7498,CUST-8651,Barbara Lopez,Sports,,851.81,2.0,17036.199999999997,Credit Card,Los Angeles,2023-03-13
9034,CUST-7715,James Wilson,Home,Lamp,834.94,7.0,5844.58,PayPal,San Antonio,2024-04-26
6520,CUST-4611,Elizabeth Thomas,Home,Sofa,164.14,7.0,1148.98,Credit Card,Los Angeles,2024-06-15
12497,CUST-2702,Jennifer Garcia,Clothing,Sneakers,659.04,9.0,5931.36,,Philadelphia,2023-04-23
12834,CUST-9238,James Johnson,Home,Lamp,423.35,2.0,846.7,Debit Card,Phoenix,2023-04-27
4553,CUST-3402,Linda Miller,Sports,Yoga Mat,162.25,7.0,1135.75,Cash,Philadelphia,2023-12-17
2943,CUST-3928,James Gonzalez,Beauty,Lipstick,,,,Cash,San Antonio,2023-03-01
10770,CUST-2020,Linda Anderson,Clothing,T-Shirt,601.38,5.0,3006.9,PayPal,New York,2023-08-29
3338,CUST-3544,John Jones,Clothing,Sneakers,761.13,3.0,2283.39,PayPal,San Diego,2024-08-23
2184,CUST-8909,Sarah Moore,Beauty,Shampoo,310.91,2.0,621.82,Debit Card,Phoenix,2024-09-01
6319,CUST-3009,Charles Jackson,Beauty,Mascara,651.24,6.0,3907.44,PayPal,San Diego,2023-06-23
13153,CUST-6666,John Jackson,Clothing,Jeans,11.85,,59.25,Cash,San Jose,2024-05-28
2897,CUST-5072,Joseph Martin,Electronics,Smartphone,543.7,6.0,3262.2000000000003,Cash,Phoenix,2023-07-05
9251,CUST-2860,Elizabeth Martin,Beauty,Mascara,51.91,1.0,51.91,PayPal,San Diego,2023-07-10
535,CUST-2871,Elizabeth Smith,Beauty,Lipstick,771.3,4.0,3085.2,Credit Card,San Diego,2024-01-14
7689,CUST-7091,Patricia Anderson,Beauty,Mascara,313.18,5.0,1565.9,Debit Card,Houston,2023-01-29
14509,CUST-7047,William Brown,Sports,Bike,933.13,8.0,7465.04,Credit Card,Chicago,2024-01-06
2195,CUST-4342,Robert Gonzalez,Electronics,Laptop,514.33,7.0,3600.3100000000004,Cash,San Jose,2024-06-22
10996,CUST-6970,Barbara Moore,Electronics,Smartphone,365.85,3.0,1097.5500000000002,Cash,Dallas,2023-01-27
8121,CUST-4822,Elizabeth Anderson,Electronics,,297.09,6.0,1782.54,PayPal,Los Angeles,2024-03-14
1526,CUST-3204,Elizabeth Johnson,Home,,264.21,2.0,528.42,PayPal,Houston,2024-02-20
12230,CUST-6155,William Martin,Electronics,Headphones,,4.0,1114.24,,Chicago,2023-06-22
2300,CUST-3466,Karen Davis,Electronics,Smartphone,345.47,6.0,2072.82,Credit Card,San Diego,2023-07-25
8458,CUST-3461,Linda Martinez,Clothing,T-Shirt,388.16,2.0,776.32,Credit Card,Phoenix,2024-05-01
14033,CUST-8846,Barbara Hernandez,Electronics,Tablet,889.3,1.0,889.3,PayPal,New York,2023-07-17
3543,CUST-8247,Robert Anderson,Electronics,Headphones,-155.45,6.0,,Debit Card,Chicago,2023-11-02
12891,CUST-8466,Richard Thomas,Clothing,Sneakers,663.33,3.0,1989.9900000000002,Credit Card,San Antonio,2024-06-24
4011,CUST-5323,Elizabeth Miller,Beauty,Mascara,44.33,5.0,221.64999999999998,Cash,San Jose,2024-03-20
10073,CUST-4210,Linda Hernandez,Home,Sofa,639.24,6.0,3835.44,PayPal,Houston,2024-09-08
8791,CUST-1054,Sarah Hernandez,Home,Sofa,896.85,8.0,7174.8,Cash,San Jose,2024-03-28
8761,CUST-9999,Charles Moore,Clothing,Jeans,29.41,6.0,176.46,Credit Card,San Antonio,2024-06-03
9112,CUST-8463,Charles Williams,Beauty,Cream,532.49,8.0,4259.92,Debit Card,Los Angeles,2023-06-14
13171,CUST-5376,Karen Williams,Sports,Yoga Mat,536.8,7.0,3757.5999999999995,Cash,Phoenix,2023-06-20
6960,CUST-2362,Linda Williams,Electronics,Smartphone,,9.0,8607.779999999999,PayPal,Chicago,2024-06-23
3112,CUST-3557,Elizabeth Wilson,Home,Sofa,249.6,1.0,249.6,Debit Card,Philadelphia,2023-01-09
11103,CUST-1433,David Johnson,Home,,768.96,1.0,768.96,Debit Card,Phoenix,2023-11-10
10416,CUST-4506,Sarah Wilson,Clothing,Jeans,827.41,5.0,4137.05,Cash,Philadelphia,2024-04-04
8198,CUST-7969,Joseph Lopez,Home,Lamp,,3.0,,,Houston,2024-02-06
2497,CUST-1037,Patricia Taylor,Sports,,581.51,2.0,1163.02,PayPal,San Diego,2024-08-20
12019,CUST-7874,Robert Hernandez,Electronics,Smartphone,182.8,5.0,,Debit Card,New York,2023-09-09
5953,CUST-4556,Susan Taylor,Clothing,Jeans,792.18,5.0,3960.8999999999996,Debit Card,Philadelphia,2024-01-12
10696,CUST-4608,John Rodriguez,Clothing,Jacket,811.38,9.0,,,San Diego,2024-04-28
7686,CUST-2441,Thomas Garcia,Clothing,T-Shirt,770.41,1.0,770.41,Debit Card,Houston,2023-06-15
10904,CUST-3656,David Garcia,Beauty,Mascara,,4.0,2638.72,Credit Card,Phoenix,2024-04-14
8777,CUST-2159,Linda Johnson,Sports,Bike,973.96,,,PayPal,Los Angeles,2023-11-25
866,CUST-6628,Karen Taylor,Sports,Bike,564.04,6.0,3384.24,PayPal,San Jose,2024-06-11
14588,CUST-3561,Patricia Williams,Electronics,Headphones,188.96,3.0,566.88,Credit Card,San Antonio,2024-11-14
9230,CUST-4240,Robert Gonzalez,Clothing,Dress,739.45,5.0,3697.25,PayPal,New York,2023-08-24
5018,CUST-3450,Barbara Hernandez,Sports,Dumbbells,328.85,4.0,1315.4,,Philadelphia,2024-11-27
1020,CUST-6463,Joseph Brown,Beauty,Perfume,43.61,1.0,43.61,PayPal,New York,2023-10-15
3128,CUST-9450,Barbara Moore,Sports,Yoga Mat,90.34,9.0,813.0600000000001,PayPal,New York,2023-07-09
7688,CUST-7038,Mary Miller,Beauty,Perfume,318.59,7.0,2230.1299999999997,Debit Card,San Jose,2023-03-05
3380,CUST-2670,David Garcia,Sports,Yoga Mat,701.96,7.0,4913.72,Credit Card,Dallas,2023-01-12
290,CUST-4895,Susan Hernandez,Beauty,Shampoo,594.92,3.0,1784.7599999999998,,Dallas,2024-06-10
14927,CUST-1127,Sarah Thomas,Clothing,Jeans,936.44,6.0,5618.64,Cash,San Antonio,2023-09-10
4398,CUST-4140,Jessica Jackson,Home,Chair,86.42,2.0,172.84,Cash,San Antonio,2023-04-13
14554,CUST-7314,Joseph Jackson,Electronics,Smartphone,852.27,8.0,6818.16,Credit Card,Los Angeles,2023-04-01
116,CUST-8792,Mary Gonzalez,Home,Sofa,872.75,4.0,3491.0,Debit Card,Phoenix,2023-07-25
427,CUST-4584,John Garcia,Clothing,Dress,447.12,1.0,447.12,Debit Card,San Antonio,2023-06-09
6815,CUST-6028,Susan Smith,Electronics,Laptop,711.59,5.0,3557.9500000000003,Credit Card,San Diego,2024-01-14
3014,CUST-6864,Mary Wilson,Electronics,Tablet,,1.0,359.43,PayPal,Houston,2023-05-06
5951,CUST-8118,Michael Jones,Sports,Dumbbells,155.14,9.0,1396.2599999999998,Cash,Los Angeles,2023-12-26
4056,CUST-4163,Linda Miller,Electronics,,,4.0,104.16,Debit Card,Dallas,2023-12-14
6367,CUST-2554,Charles Lopez,Clothing,Dress,363.2,9.0,3268.7999999999997,Debit Card,San Jose,2023-07-11
4870,CUST-1445,William Brown,Electronics,Tablet,816.24,,4081.2,Credit Card,Chicago,2024-11-29
9392,CUST-8128,Elizabeth Taylor,Sports,Yoga Mat,998.63,6.0,5991.78,Debit Card,Philadelphia,2023-12-17
6279,CUST-9537,Sarah Martinez,Beauty,Lipstick,845.24,9.0,7607.16,PayPal,Chicago,2023-08-03
12080,CUST-3869,Thomas Wilson,Home,Chair,766.58,3.0,2299.7400000000002,Credit Card,Los Angeles,2024-11-24
3880,CUST-6976,Patricia Jackson,Clothing,Dress,239.07,9.0,2151.63,Credit Card,Phoenix,2024-01-30
